frame,pred_count,prey_count,total count
3212,41,37,78
3213,41,37,78
3214,40,36,76
3215,40,36,76
3216,40,37,77
3217,40,37,77
3218,39,37,76
3219,39,36,75
3220,39,36,75
3221,39,36,75
3222,39,36,75
3223,39,36,75
3224,39,37,76
3225,39,37,76
3226,39,37,76
3227,39,38,77
3228,39,39,78
3229,39,39,78
3230,39,39,78
3231,39,39,78
3232,39,38,77
3233,39,38,77
3234,39,38,77
3235,39,38,77
3236,38,39,77
3237,38,39,77
3238,38,39,77
3239,38,40,78
3240,39,39,78
3241,39,39,78
3242,40,37,77
3243,40,37,77
3244,40,37,77
3245,40,37,77
3246,41,36,77
3247,42,35,77
3248,42,35,77
3249,41,35,76
3250,41,35,76
3251,41,35,76
3252,42,34,76
3253,42,34,76
3254,42,35,77
3255,42,35,77
3256,42,34,76
3257,41,34,75
3258,42,33,75
3259,42,33,75
3260,42,34,76
3261,42,34,76
3262,42,34,76
3263,42,34,76
3264,42,35,77
3265,42,35,77
3266,42,35,77
3267,42,35,77
3268,42,35,77
3269,42,35,77
3270,43,34,77
3271,42,34,76
3272,42,34,76
3273,42,34,76
3274,42,34,76
3275,42,35,77
3276,42,36,78
3277,42,36,78
3278,42,36,78
3279,42,35,77
3280,42,35,77
3281,42,35,77
3282,42,35,77
3283,42,34,76
3284,42,34,76
3285,43,33,76
3286,43,33,76
3287,43,33,76
3288,43,32,75
3289,44,31,75
3290,44,31,75
3291,44,31,75
3292,44,31,75
3293,44,31,75
3294,44,31,75
3295,44,31,75
3296,44,30,74
3297,44,30,74
3298,44,30,74
3299,44,30,74
3300,44,30,74
3301,44,30,74
3302,44,30,74
3303,44,30,74
3304,44,29,73
3305,44,29,73
3306,44,28,72
3307,44,28,72
3308,44,28,72
3309,44,28,72
3310,44,28,72
3311,44,28,72
3312,44,28,72
3313,44,28,72
3314,44,28,72
3315,44,28,72
3316,44,27,71
3317,44,26,70
3318,44,26,70
3319,44,26,70
3320,44,26,70
3321,44,26,70
3322,44,26,70
3323,44,26,70
3324,46,24,70
3325,46,24,70
3326,46,24,70
3327,46,24,70
3328,46,25,71
3329,46,25,71
3330,46,25,71
3331,46,25,71
3332,46,25,71
3333,46,25,71
3334,46,25,71
3335,46,25,71
3336,46,25,71
3337,46,25,71
3338,46,25,71
3339,46,25,71
3340,46,25,71
3341,46,25,71
3342,46,25,71
3343,46,25,71
3344,46,25,71
3345,46,25,71
3346,46,25,71
3347,46,25,71
3348,46,25,71
3349,45,25,70
3350,45,25,70
3351,44,25,69
3352,44,24,68
3353,43,24,67
3354,43,24,67
3355,44,23,67
3356,44,23,67
3357,44,23,67
3358,44,23,67
3359,44,23,67
3360,43,23,66
3361,43,23,66
3362,43,23,66
3363,43,23,66
3364,43,23,66
3365,42,23,65
3366,42,23,65
3367,42,23,65
3368,42,23,65
3369,42,23,65
3370,42,22,64
3371,42,22,64
3372,42,22,64
3373,42,22,64
3374,42,22,64
3375,42,22,64
3376,42,22,64
3377,43,20,63
3378,43,20,63
3379,43,20,63
3380,43,20,63
3381,43,20,63
3382,43,20,63
3383,43,20,63
3384,43,20,63
3385,43,20,63
3386,43,20,63
3387,43,20,63
3388,43,21,64
3389,42,21,63
3390,42,21,63
3391,42,20,62
3392,42,20,62
3393,42,20,62
3394,42,20,62
3395,42,20,62
3396,42,20,62
3397,42,20,62
3398,42,21,63
3399,42,21,63
3400,42,21,63
3401,42,21,63
3402,42,20,62
3403,41,20,61
3404,41,20,61
3405,41,20,61
3406,41,20,61
3407,42,19,61
3408,42,19,61
3409,42,19,61
3410,41,19,60
3411,41,19,60
3412,41,19,60
3413,41,19,60
3414,41,19,60
3415,41,19,60
3416,41,19,60
3417,41,19,60
3418,41,19,60
3419,41,19,60
3420,41,19,60
3421,41,19,60
3422,41,19,60
3423,41,19,60
3424,41,19,60
3425,41,19,60
3426,38,19,57
3427,38,19,57
3428,37,19,56
3429,37,19,56
3430,37,19,56
3431,36,19,55
3432,35,19,54
3433,35,19,54
3434,35,19,54
3435,35,18,53
3436,35,18,53
3437,34,18,52
3438,34,18,52
3439,34,18,52
3440,34,18,52
3441,34,18,52
3442,34,18,52
3443,34,18,52
3444,34,18,52
3445,34,18,52
3446,34,18,52
3447,35,17,52
3448,35,17,52
3449,35,17,52
3450,35,17,52
3451,35,17,52
3452,35,17,52
3453,35,17,52
3454,35,17,52
3455,36,16,52
3456,36,16,52
3457,36,16,52
3458,36,16,52
3459,36,16,52
3460,36,16,52
3461,36,16,52
3462,36,16,52
3463,36,16,52
3464,36,16,52
3465,36,16,52
3466,36,16,52
3467,36,16,52
3468,36,16,52
3469,36,16,52
3470,36,16,52
3471,36,16,52
3472,36,16,52
3473,36,16,52
3474,36,16,52
3475,36,16,52
3476,36,16,52
3477,36,16,52
3478,36,16,52
3479,36,16,52
3480,36,16,52
3481,36,16,52
3482,36,16,52
3483,35,16,51
3484,35,16,51
3485,35,17,52
3486,35,17,52
3487,35,17,52
3488,36,16,52
3489,36,16,52
3490,36,16,52
3491,36,16,52
3492,36,16,52
3493,36,16,52
3494,35,15,50
3495,35,15,50
3496,35,15,50
3497,35,15,50
3498,35,15,50
3499,35,15,50
3500,35,15,50
3501,34,15,49
3502,34,15,49
3503,34,15,49
3504,33,14,47
3505,33,14,47
3506,33,14,47
3507,33,15,48
3508,33,15,48
3509,32,15,47
3510,32,15,47
3511,33,14,47
3512,33,14,47
3513,33,14,47
3514,33,14,47
3515,33,14,47
3516,33,14,47
3517,33,14,47
3518,33,14,47
3519,33,15,48
3520,33,15,48
3521,33,15,48
3522,33,15,48
3523,32,15,47
3524,32,15,47
3525,32,15,47
3526,32,15,47
3527,32,15,47
3528,33,14,47
3529,33,14,47
3530,33,14,47
3531,33,14,47
3532,33,14,47
3533,32,14,46
3534,32,14,46
3535,32,14,46
3536,32,14,46
3537,32,14,46
3538,32,14,46
3539,32,14,46
3540,32,14,46
3541,32,14,46
3542,32,14,46
3543,32,14,46
3544,32,14,46
3545,32,14,46
3546,32,14,46
3547,32,14,46
3548,32,14,46
3549,32,14,46
3550,32,14,46
3551,32,14,46
3552,32,14,46
3553,32,14,46
3554,32,14,46
3555,32,14,46
3556,32,14,46
3557,31,14,45
3558,31,14,45
3559,31,14,45
3560,31,14,45
3561,31,14,45
3562,31,14,45
3563,30,14,44
3564,30,14,44
3565,30,14,44
3566,30,14,44
3567,30,14,44
3568,30,13,43
3569,30,14,44
3570,30,14,44
3571,29,14,43
3572,29,14,43
3573,29,14,43
3574,29,14,43
3575,29,14,43
3576,29,14,43
3577,29,14,43
3578,29,14,43
3579,29,14,43
3580,29,14,43
3581,29,14,43
3582,29,14,43
3583,29,14,43
3584,29,14,43
3585,29,14,43
3586,29,14,43
3587,29,14,43
3588,29,14,43
3589,29,14,43
3590,29,14,43
3591,29,14,43
3592,29,14,43
3593,29,14,43
3594,29,13,42
3595,29,13,42
3596,29,13,42
3597,29,13,42
3598,29,13,42
3599,29,13,42
3600,29,13,42
3601,29,13,42
3602,29,13,42
3603,29,13,42
3604,29,13,42
3605,29,13,42
3606,29,13,42
3607,29,13,42
3608,28,13,41
3609,28,13,41
3610,28,13,41
3611,27,13,40
3612,26,13,39
3613,26,13,39
3614,26,13,39
3615,26,13,39
3616,25,13,38
3617,25,13,38
3618,25,13,38
3619,25,13,38
3620,24,13,37
3621,24,13,37
3622,24,13,37
3623,24,13,37
3624,24,13,37
3625,24,13,37
3626,24,13,37
3627,24,13,37
3628,24,13,37
3629,24,13,37
3630,24,13,37
3631,24,13,37
3632,24,13,37
3633,24,13,37
3634,24,13,37
3635,24,13,37
3636,24,13,37
3637,24,13,37
3638,24,13,37
3639,24,13,37
3640,24,13,37
3641,24,13,37
3642,23,13,36
3643,23,13,36
3644,22,13,35
3645,22,13,35
3646,22,13,35
3647,22,14,36
3648,21,14,35
3649,21,14,35
3650,21,14,35
3651,20,14,34
3652,20,14,34
3653,20,14,34
3654,20,14,34
3655,20,14,34
3656,20,14,34
3657,20,14,34
3658,20,14,34
3659,20,14,34
3660,19,14,33
3661,19,14,33
3662,19,14,33
3663,19,14,33
3664,19,14,33
3665,19,14,33
3666,19,14,33
3667,19,14,33
3668,19,14,33
3669,19,14,33
3670,19,14,33
3671,19,14,33
3672,18,14,32
3673,18,14,32
3674,18,14,32
3675,18,14,32
3676,18,14,32
3677,18,14,32
3678,18,14,32
3679,18,14,32
3680,18,14,32
3681,18,14,32
3682,18,14,32
3683,18,14,32
3684,17,14,31
3685,17,14,31
3686,17,14,31
3687,16,14,30
3688,16,14,30
3689,16,14,30
3690,16,14,30
3691,15,14,29
3692,15,14,29
3693,15,14,29
3694,15,14,29
3695,15,14,29
3696,15,14,29
3697,15,14,29
3698,15,14,29
3699,15,14,29
3700,15,14,29
3701,15,14,29
3702,15,14,29
3703,15,14,29
3704,15,14,29
3705,15,15,30
3706,14,15,29
3707,14,15,29
3708,14,14,28
3709,15,13,28
3710,15,13,28
3711,15,13,28
3712,15,13,28
3713,15,13,28
3714,15,13,28
3715,15,13,28
3716,15,13,28
3717,15,13,28
3718,15,13,28
3719,15,13,28
3720,16,12,28
3721,16,12,28
3722,16,12,28
3723,16,12,28
3724,16,12,28
3725,16,12,28
3726,15,12,27
3727,15,13,28
3728,15,13,28
3729,15,13,28
3730,15,13,28
3731,15,13,28
3732,15,13,28
3733,15,13,28
3734,15,13,28
3735,15,13,28
3736,15,13,28
3737,15,13,28
3738,15,13,28
3739,15,13,28
3740,15,13,28
3741,15,13,28
3742,15,13,28
3743,15,13,28
3744,15,13,28
3745,15,13,28
3746,15,13,28
3747,15,13,28
3748,15,13,28
3749,15,13,28
3750,15,13,28
3751,15,13,28
3752,15,13,28
3753,15,13,28
3754,15,13,28
3755,15,13,28
3756,15,13,28
3757,14,13,27
3758,14,13,27
3759,14,13,27
3760,14,13,27
3761,14,13,27
3762,14,13,27
3763,14,13,27
3764,14,14,28
3765,14,14,28
3766,14,14,28
3767,14,14,28
3768,14,14,28
3769,14,14,28
3770,14,14,28
3771,14,14,28
3772,14,14,28
3773,14,14,28
3774,14,14,28
3775,14,14,28
3776,14,14,28
3777,14,14,28
3778,14,14,28
3779,13,14,27
3780,13,14,27
3781,13,14,27
3782,13,14,27
3783,13,14,27
3784,13,14,27
3785,13,14,27
3786,13,14,27
3787,13,14,27
3788,13,14,27
3789,13,14,27
3790,13,14,27
3791,13,14,27
3792,13,14,27
3793,12,14,26
3794,12,14,26
3795,12,14,26
3796,12,14,26
3797,12,14,26
3798,12,14,26
3799,12,14,26
3800,12,14,26
3801,12,14,26
3802,12,14,26
3803,12,14,26
3804,12,14,26
3805,12,14,26
3806,12,14,26
3807,12,14,26
3808,12,14,26
3809,12,14,26
3810,11,14,25
3811,11,14,25
3812,11,14,25
3813,11,14,25
3814,12,13,25
3815,12,13,25
3816,12,13,25
3817,12,13,25
3818,12,13,25
3819,12,13,25
3820,12,13,25
3821,12,13,25
3822,11,13,24
3823,11,13,24
3824,11,13,24
3825,11,13,24
3826,11,13,24
3827,11,13,24
3828,11,13,24
3829,11,13,24
3830,11,13,24
3831,11,13,24
3832,11,13,24
3833,11,13,24
3834,11,13,24
3835,11,13,24
3836,11,13,24
3837,11,13,24
3838,11,13,24
3839,11,13,24
3840,11,13,24
3841,11,13,24
3842,11,13,24
3843,11,13,24
3844,11,13,24
3845,11,13,24
3846,11,13,24
3847,11,13,24
3848,11,13,24
3849,10,13,23
3850,10,13,23
3851,10,13,23
3852,10,13,23
3853,10,13,23
3854,10,13,23
3855,10,13,23
3856,10,13,23
3857,9,13,22
3858,9,13,22
3859,9,13,22
3860,9,13,22
3861,9,13,22
3862,9,13,22
3863,9,13,22
3864,9,13,22
3865,9,13,22
3866,9,13,22
3867,9,13,22
3868,9,13,22
3869,9,13,22
3870,9,13,22
3871,9,13,22
3872,9,13,22
3873,9,13,22
3874,9,13,22
3875,8,13,21
3876,8,13,21
3877,8,13,21
3878,8,13,21
3879,8,13,21
3880,8,13,21
3881,8,13,21
3882,8,13,21
3883,8,13,21
3884,8,13,21
3885,8,13,21
3886,8,13,21
3887,8,13,21
3888,8,13,21
3889,8,13,21
3890,7,13,20
3891,7,13,20
3892,6,13,19
3893,6,13,19
3894,6,13,19
3895,6,13,19
3896,6,13,19
3897,6,13,19
3898,6,13,19
3899,6,13,19
3900,6,14,20
3901,6,14,20
3902,6,14,20
3903,6,14,20
3904,6,14,20
3905,6,14,20
3906,6,14,20
3907,6,14,20
3908,6,14,20
3909,6,14,20
3910,6,14,20
3911,6,14,20
3912,6,14,20
3913,5,14,19
3914,5,14,19
3915,5,15,20
3916,5,15,20
3917,5,15,20
3918,5,15,20
3919,5,15,20
3920,5,15,20
3921,5,15,20
3922,5,15,20
3923,5,15,20
3924,5,15,20
3925,5,15,20
3926,5,15,20
3927,5,15,20
3928,5,15,20
3929,5,15,20
3930,4,15,19
3931,4,15,19
3932,4,15,19
3933,4,15,19
3934,4,15,19
3935,4,15,19
3936,4,15,19
3937,4,15,19
3938,4,15,19
3939,4,15,19
3940,4,15,19
3941,4,15,19
3942,4,15,19
3943,4,16,20
3944,4,16,20
3945,4,16,20
3946,4,16,20
3947,4,16,20
3948,4,16,20
3949,4,16,20
3950,4,16,20
3951,4,16,20
3952,4,16,20
3953,4,16,20
3954,4,16,20
3955,4,16,20
3956,4,16,20
3957,4,17,21
3958,4,17,21
3959,4,17,21
3960,4,17,21
3961,4,17,21
3962,4,17,21
3963,4,17,21
3964,4,17,21
3965,4,17,21
3966,4,17,21
3967,4,17,21
3968,4,17,21
3969,4,17,21
3970,4,17,21
3971,4,17,21
3972,4,17,21
3973,4,17,21
3974,4,17,21
3975,4,17,21
3976,4,17,21
3977,4,17,21
3978,4,17,21
3979,4,18,22
3980,4,19,23
3981,4,19,23
3982,4,19,23
3983,4,19,23
3984,4,19,23
3985,4,19,23
3986,4,19,23
3987,4,19,23
3988,4,19,23
3989,4,19,23
3990,4,19,23
3991,4,19,23
3992,4,19,23
3993,4,19,23
3994,4,20,24
3995,4,20,24
3996,4,20,24
3997,4,21,25
3998,4,21,25
3999,4,21,25
4000,4,20,24
4001,4,20,24
4002,4,20,24
4003,4,20,24
4004,4,20,24
4005,4,20,24
4006,4,20,24
4007,4,20,24
4008,4,20,24
4009,4,20,24
4010,4,20,24
4011,4,20,24
4012,4,20,24
4013,4,20,24
4014,4,20,24
4015,4,20,24
4016,4,20,24
4017,4,20,24
4018,4,20,24
4019,4,20,24
4020,4,20,24
4021,4,20,24
4022,4,20,24
4023,4,20,24
4024,4,20,24
4025,4,20,24
4026,4,20,24
4027,4,20,24
4028,4,20,24
4029,4,20,24
4030,4,20,24
4031,4,20,24
4032,4,20,24
4033,4,20,24
4034,4,20,24
4035,4,20,24
4036,4,20,24
4037,4,20,24
4038,4,20,24
4039,4,21,25
4040,4,21,25
4041,4,21,25
4042,4,21,25
4043,4,22,26
4044,4,22,26
4045,4,22,26
4046,4,22,26
4047,4,22,26
4048,4,22,26
4049,4,23,27
4050,4,23,27
4051,4,23,27
4052,4,23,27
4053,4,23,27
4054,4,23,27
4055,4,23,27
4056,4,23,27
4057,4,23,27
4058,4,23,27
4059,4,23,27
4060,4,23,27
4061,4,23,27
4062,4,23,27
4063,4,23,27
4064,4,23,27
4065,4,23,27
4066,4,23,27
4067,4,23,27
4068,4,24,28
4069,4,24,28
4070,4,24,28
4071,4,24,28
4072,4,24,28
4073,4,24,28
4074,3,25,28
4075,3,25,28
4076,3,25,28
4077,3,25,28
4078,3,25,28
4079,3,25,28
4080,3,25,28
4081,3,25,28
4082,3,25,28
4083,3,25,28
4084,3,25,28
4085,3,25,28
4086,3,25,28
4087,3,26,29
4088,3,26,29
4089,3,26,29
4090,3,26,29
4091,3,26,29
4092,3,26,29
4093,3,26,29
4094,3,26,29
4095,3,26,29
4096,3,26,29
4097,3,26,29
4098,3,26,29
4099,3,26,29
4100,3,26,29
4101,3,26,29
4102,3,26,29
4103,3,26,29
4104,3,26,29
4105,3,26,29
4106,3,26,29
4107,3,26,29
4108,3,26,29
4109,3,26,29
4110,3,26,29
4111,3,26,29
4112,3,26,29
4113,3,26,29
4114,3,26,29
4115,3,26,29
4116,3,26,29
4117,3,26,29
4118,3,26,29
4119,3,26,29
4120,3,26,29
4121,3,26,29
4122,3,27,30
4123,3,27,30
4124,3,27,30
4125,3,27,30
4126,3,27,30
4127,3,27,30
4128,3,27,30
4129,3,27,30
4130,3,27,30
4131,3,28,31
4132,3,28,31
4133,2,28,30
4134,2,28,30
4135,2,28,30
4136,2,28,30
4137,2,28,30
4138,2,28,30
4139,2,28,30
4140,2,28,30
4141,2,28,30
4142,2,28,30
4143,2,28,30
4144,2,28,30
4145,2,28,30
4146,2,28,30
4147,2,28,30
4148,2,28,30
4149,2,28,30
4150,2,28,30
4151,2,28,30
4152,2,28,30
4153,2,28,30
4154,2,28,30
4155,2,28,30
4156,2,28,30
4157,2,28,30
4158,2,28,30
4159,2,28,30
4160,2,28,30
4161,2,28,30
4162,2,29,31
4163,2,29,31
4164,2,29,31
4165,2,29,31
4166,2,29,31
4167,2,29,31
4168,2,29,31
4169,2,30,32
4170,2,30,32
4171,2,30,32
4172,2,30,32
4173,2,30,32
4174,2,30,32
4175,2,30,32
4176,2,30,32
4177,2,30,32
4178,2,30,32
4179,2,30,32
4180,2,30,32
4181,2,30,32
4182,2,30,32
4183,2,30,32
4184,2,30,32
4185,2,30,32
4186,2,30,32
4187,2,30,32
4188,2,30,32
4189,2,30,32
4190,2,30,32
4191,2,30,32
4192,2,30,32
4193,2,30,32
4194,2,30,32
4195,2,30,32
4196,2,30,32
4197,2,30,32
4198,2,30,32
4199,2,31,33
4200,2,31,33
4201,2,31,33
4202,2,31,33
4203,2,31,33
4204,2,31,33
4205,2,31,33
4206,2,31,33
4207,2,31,33
4208,2,31,33
4209,2,31,33
4210,2,31,33
4211,2,31,33
4212,2,31,33
4213,2,31,33
4214,2,31,33
4215,2,32,34
4216,1,32,33
4217,1,32,33
4218,1,32,33
4219,1,32,33
4220,1,32,33
4221,1,32,33
4222,1,32,33
4223,1,32,33
4224,1,32,33
4225,1,32,33
4226,1,32,33
4227,1,32,33
4228,1,32,33
4229,1,32,33
4230,1,32,33
4231,1,32,33
4232,1,32,33
4233,1,32,33
4234,1,32,33
4235,1,32,33
4236,1,32,33
4237,1,32,33
4238,1,32,33
4239,1,32,33
4240,1,32,33
4241,1,32,33
4242,1,32,33
4243,1,32,33
4244,1,32,33
4245,1,32,33
4246,1,32,33
4247,1,32,33
4248,1,32,33
4249,1,32,33
4250,1,32,33
4251,1,32,33
4252,1,32,33
4253,1,32,33
4254,1,32,33
4255,1,32,33
4256,1,32,33
4257,1,32,33
4258,1,32,33
4259,1,32,33
4260,1,32,33
4261,1,32,33
4262,1,32,33
4263,1,32,33
4264,1,32,33
4265,1,32,33
4266,1,32,33
4267,1,32,33
4268,1,32,33
4269,1,32,33
4270,1,32,33
4271,1,32,33
4272,1,32,33
4273,1,32,33
4274,1,32,33
4275,1,32,33
4276,1,32,33
4277,1,32,33
4278,1,32,33
4279,1,32,33
4280,1,32,33
4281,1,32,33
4282,1,32,33
4283,1,32,33
4284,1,32,33
4285,1,32,33
4286,1,32,33
4287,1,32,33
4288,1,32,33
4289,1,32,33
4290,1,32,33
4291,1,32,33
4292,1,32,33
4293,1,32,33
4294,1,32,33
4295,1,32,33
4296,1,32,33
4297,1,32,33
4298,1,32,33
4299,1,32,33
4300,1,32,33
4301,1,32,33
4302,1,32,33
4303,1,32,33
4304,1,32,33
4305,1,32,33
4306,1,32,33
4307,1,32,33
4308,1,32,33
4309,1,32,33
4310,1,32,33
4311,1,32,33
4312,1,32,33
4313,1,32,33
4314,1,32,33
4315,1,32,33
4316,1,32,33
4317,1,32,33
4318,1,32,33
4319,1,33,34
4320,1,33,34
4321,1,33,34
4322,1,33,34
4323,1,33,34
4324,1,33,34
4325,1,33,34
4326,1,33,34
4327,1,33,34
4328,1,33,34
4329,1,33,34
4330,1,33,34
4331,1,33,34
4332,1,33,34
4333,1,33,34
4334,1,33,34
4335,1,33,34
4336,1,34,35
4337,1,34,35
4338,1,34,35
4339,1,34,35
4340,1,34,35
4341,1,34,35
4342,1,34,35
4343,1,34,35
4344,1,34,35
4345,1,34,35
4346,1,34,35
4347,1,34,35
4348,1,34,35
4349,1,34,35
4350,1,35,36
4351,1,35,36
4352,1,35,36
4353,1,35,36
4354,1,35,36
4355,1,35,36
4356,1,35,36
4357,1,35,36
4358,1,35,36
4359,1,35,36
4360,1,35,36
4361,1,35,36
4362,1,36,37
4363,1,36,37
4364,1,36,37
4365,1,36,37
4366,1,36,37
4367,1,36,37
4368,1,36,37
4369,1,36,37
4370,1,36,37
4371,1,37,38
4372,1,37,38
4373,1,37,38
4374,1,37,38
4375,1,37,38
4376,1,37,38
4377,1,37,38
4378,1,37,38
4379,1,37,38
4380,1,37,38
4381,1,37,38
4382,1,37,38
4383,1,37,38
4384,1,37,38
4385,1,37,38
4386,1,37,38
4387,1,37,38
4388,1,37,38
4389,1,37,38
4390,1,38,39
4391,1,38,39
4392,1,38,39
4393,1,38,39
4394,1,38,39
4395,1,38,39
4396,1,38,39
4397,1,38,39
4398,1,38,39
4399,1,38,39
4400,1,38,39
4401,1,38,39
4402,1,38,39
4403,1,38,39
4404,1,39,40
4405,1,39,40
4406,1,39,40
4407,1,39,40
4408,1,39,40
4409,1,39,40
4410,1,39,40
4411,1,39,40
4412,1,39,40
4413,1,39,40
4414,1,39,40
4415,1,39,40
4416,1,39,40
4417,1,39,40
4418,1,39,40
4419,1,39,40
4420,1,39,40
4421,1,39,40
4422,1,39,40
4423,0,39,39
4424,0,39,39
4425,0,39,39
4426,0,39,39
4427,0,39,39
4428,0,39,39
4429,0,39,39
4430,0,39,39
4431,0,39,39
4432,0,39,39
4433,0,39,39
4434,0,39,39
4435,0,39,39
4436,0,39,39
4437,0,39,39
4438,0,39,39
4439,0,40,40
4440,0,40,40
4441,0,40,40
4442,0,40,40
4443,0,40,40
4444,0,41,41
4445,0,41,41
4446,0,41,41
4447,0,41,41
4448,0,41,41
4449,0,41,41
4450,0,41,41
4451,0,41,41
4452,0,41,41
4453,0,41,41
4454,0,41,41
4455,0,41,41
4456,0,41,41
4457,0,41,41
4458,0,41,41
4459,0,41,41
4460,0,41,41
4461,0,41,41
4462,0,41,41
4463,0,41,41
4464,0,41,41
4465,0,41,41
4466,0,41,41
4467,0,41,41
4468,0,41,41
4469,0,41,41
4470,0,41,41
4471,0,41,41
4472,0,41,41
4473,0,41,41
4474,0,41,41
4475,0,41,41
4476,0,41,41
4477,0,41,41
4478,0,41,41
4479,0,41,41
4480,0,42,42
4481,0,42,42
4482,0,42,42
4483,0,42,42
4484,0,43,43
4485,0,43,43
4486,0,43,43
4487,0,43,43
4488,0,44,44
4489,0,44,44
4490,0,44,44
4491,0,44,44
4492,0,44,44
4493,0,44,44
4494,0,44,44
4495,0,44,44
4496,0,44,44
4497,0,44,44
4498,0,46,46
4499,0,46,46
4500,0,46,46
4501,0,46,46
4502,0,46,46
4503,0,47,47
4504,0,47,47
4505,0,47,47
4506,0,47,47
4507,0,47,47
4508,0,47,47
4509,0,47,47
4510,0,47,47
4511,0,47,47
4512,0,47,47
4513,0,47,47
4514,0,47,47
4515,0,47,47
4516,0,47,47
4517,0,47,47
4518,0,47,47
4519,0,47,47
4520,0,47,47
4521,0,47,47
4522,0,49,49
4523,0,49,49
4524,0,50,50
4525,0,51,51
4526,0,51,51
4527,0,51,51
4528,0,51,51
4529,0,51,51
